DADO COMPLETO,CEP,RUA,BAIRRO,TIPO DE SUBDIVISAO,SUBDIVISÕES,MUNICIPIO,ESTADO
50830120Rua Antonio Uchoa,50830120,Rua Antonio Uchoa,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830130Rua Goiania,50830130,Rua Goiania,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830140Rua Guanaces,50830140,Rua Guanaces,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830150Rua Cosme Viana,50830150,Rua Cosme Viana,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830151Travessa Cosme Viana,50830151,Travessa Cosme Viana,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830160Rua Castanhal,50830160,Rua Castanhal,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830170Rua Gurupe,50830170,Rua Gurupe,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830180Travessa Gurupe,50830180,Travessa Gurupe,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830190Rua Tebas,50830190,Rua Tebas,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830200Rua Jose da Bomba,50830200,Rua Jose da Bomba,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830210Rua Deus te Guarde,50830210,Rua Deus te Guarde,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830270Rua Pistoia,50830270,Rua Pistoia,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830280Vila Miami,50830280,Vila Miami,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830290Rua Miami,50830290,Rua Miami,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830300Rua da Bacia,50830300,Rua da Bacia,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830310Rua Piuma,50830310,Rua Piuma,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830320Rua Piraiba,50830320,Rua Piraiba,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830330Rua Leonidas Amaral,50830330,Rua Leonidas Amaral,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830340Rua Muriae,50830340,Rua Muriae,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830350Rua do Viveiro,50830350,Rua do Viveiro,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830360Travessa do Viveiro,50830360,Travessa do Viveiro,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830370Rua Professor Frederico Curio,50830370,Rua Professor Frederico Curio,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830380Rua Coronel Alfredo Duarte,50830380,Rua Coronel Alfredo Duarte,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830390Rua Major Justino da Silveira,50830390,Rua Major Justino da Silveira,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830400Rua Sargento Wolff,50830400,Rua Sargento Wolff,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830410Rua Joinville,50830410,Rua Joinville,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830420Rua Escritor Alvaro Lins,50830420,Rua Escritor Alvaro Lins,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830430Rua Coronel Oliveira,50830430,Rua Coronel Oliveira,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830440Rua Coroata,50830440,Rua Coroata,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830460Rua Crucilandia,50830460,Rua Crucilandia,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830461Travessa Crucilandia,50830461,Travessa Crucilandia,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830470Rua Florentino Olimpio dos Santos,50830470,Rua Florentino Olimpio dos Santos,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830480Rua General Antonio Sampaio,50830480,Rua General Antonio Sampaio,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830490Rua Jandaia,50830490,Rua Jandaia,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830500Rua Armando Burle,50830500,Rua Armando Burle,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830501Travessa Armando Burle,50830501,Travessa Armando Burle,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830510Rua Joselandia,50830510,Rua Joselandia,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830530Rua Sao Felipe,50830530,Rua Sao Felipe,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830540Rua Tres de Agosto,50830540,Rua Tres de Agosto,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830550Rua Holmes Fontes,50830550,Rua Holmes Fontes,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508305601a Travessa Holmes Fontes,50830560,1a Travessa Holmes Fontes,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508305702a Travessa Holmes Fontes,50830570,2a Travessa Holmes Fontes,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508305753a Travessa Holmes Fontes,50830575,3a Travessa Holmes Fontes,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830590Rua Amambi,50830590,Rua Amambi,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830610Rua Manoel Ferreira de Moraes,50830610,Rua Manoel Ferreira de Moraes,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830630Rua da Volta,50830630,Rua da Volta,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830640Rua Piria,50830640,Rua Piria,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830700Rua Japomim,50830700,Rua Japomim,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830720Rua Escritor Alexandre Neptuno,50830720,Rua Escritor Alexandre Neptuno,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830730Rua Professor Francisco Figueiredo,50830730,Rua Professor Francisco Figueiredo,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830770Beco da Imeca,50830770,Beco da Imeca,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850000Rua Sao Miguel,50850000,Rua Sao Miguel,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850010Rua Doutor Odilon Lima,50850010,Rua Doutor Odilon Lima,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850020Rua Barao de Japarana,50850020,Rua Barao de Japarana,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850021Rua da Luta,50850021,Rua da Luta,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850022Rua do Mangue,50850022,Rua do Mangue,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850023Rua da Vitoria,50850023,Rua da Vitoria,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850030Rua Carlos Pena Filho,50850030,Rua Carlos Pena Filho,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850040Rua Manoel Lubambo,50850040,Rua Manoel Lubambo,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850050Rua General Valdemar Rocha,50850050,Rua General Valdemar Rocha,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850060Rua General Souza Doca,50850060,Rua General Souza Doca,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850062Praca do E m i,50850062,Praca do E m i,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850070Rua General Xavier de Barros,50850070,Rua General Xavier de Barros,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850080Rua Dona Maria de Angelis,50850080,Rua Dona Maria de Angelis,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850090Rua Arnaldo Pimentel,50850090,Rua Arnaldo Pimentel,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850091Rua Catende,50850091,Rua Catende,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850100Rua Luiz Pereira de Farias,50850100,Rua Luiz Pereira de Farias,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850110Rua Lauro Sodre,50850110,Rua Lauro Sodre,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508501122a Travessa Lauro Sodre,50850112,2a Travessa Lauro Sodre,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850120Rua Manoel de Albuquerque Fernandes,50850120,Rua Manoel de Albuquerque Fernandes,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850130Rua Carajas,50850130,Rua Carajas,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850140Rua Doutor Robenildo Rocha Leao,50850140,Rua Doutor Robenildo Rocha Leao,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850150Rua Madressilva,50850150,Rua Madressilva,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850160Rua Doutora Itamar de Morais e Silva,50850160,Rua Doutora Itamar de Morais e Silva,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850180Rua Terezinha Lima,50850180,Rua Terezinha Lima,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850190Rua Jovelino Selva,50850190,Rua Jovelino Selva,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850230Rua Alexandre Rodrigues Ferreira,50850230,Rua Alexandre Rodrigues Ferreira,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850250Rua Olegario Mariano,50850250,Rua Olegario Mariano,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508502751a Travessa Sao Miguel,50850275,1a Travessa Sao Miguel,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
508502902a Travessa Sao Miguel,50850290,2a Travessa Sao Miguel,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850350Rua Manoel Rodrigues do Passo,50850350,Rua Manoel Rodrigues do Passo,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850360Rua Daniel Antonio Rodrigues,50850360,Rua Daniel Antonio Rodrigues,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850361Travessa Daniel Antonio Rodrigues,50850361,Travessa Daniel Antonio Rodrigues,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850370Avenida Maestro Nelson Ferreira,50850370,Avenida Maestro Nelson Ferreira,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850380Rua Ipua,50850380,Rua Ipua,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850400Rua Vicente Ribeiro de Barros,50850400,Rua Vicente Ribeiro de Barros,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850421Travessa Jose Francisco,50850421,Travessa Jose Francisco,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850450Rua Tranquilidade,50850450,Rua Tranquilidade,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850460Rua General Guimaraes Cova,50850460,Rua General Guimaraes Cova,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850470Rua Rosenildo da Rocha Leao,50850470,Rua Rosenildo da Rocha Leao,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850500Avenida Central,50850500,Avenida Central,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750051Travessa Rio Araguaia,50750051,Travessa Rio Araguaia,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50770040Rua Pedro Cabral de Oliveira,50770040,Rua Pedro Cabral de Oliveira,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50770690Rua Bezerra da Palma,50770690,Rua Bezerra da Palma,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750145Estrada do Bongi,50750145,Estrada do Bongi,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750185Rua Santa Edwirges,50750185,Rua Santa Edwirges,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750195Rua Maria Jose de Lima,50750195,Rua Maria Jose de Lima,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750205Rua Professor Celestin Malzac,50750205,Rua Professor Celestin Malzac,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50750215Rua Apucarana,50750215,Rua Apucarana,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760010Rua Desembargador Medeiros Correia,50760010,Rua Desembargador Medeiros Correia,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760012Rua Ernesto Cavalcanti,50760012,Rua Ernesto Cavalcanti,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760014Rua Raimundo Jaco,50760014,Rua Raimundo Jaco,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760016Rua Uberaba,50760016,Rua Uberaba,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760251Rua Carlopolis,50760251,Rua Carlopolis,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760252Rua Orlandia,50760252,Rua Orlandia,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760262Rua Guaiba,50760262,Rua Guaiba,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50760267Rua Adolfo Bezerra,50760267,Rua Adolfo Bezerra,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50770972Rua Sao Miguel 516,50770972,Rua Sao Miguel 516,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50820655Rua Luiz Figueiroa,50820655,Rua Luiz Figueiroa,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830095Rua Mario Libanio,50830095,Rua Mario Libanio,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830185Rua Algodões,50830185,Rua Algodões,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830545Avenida Mustardinha,50830545,Avenida Mustardinha,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50830562Rua Padre Teofilo Tworz,50830562,Rua Padre Teofilo Tworz,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
50850255Rua Bom Jardim,50850255,Rua Bom Jardim,Afogados,Regiao Politico-Administrativa,RPA 05 | Sudeste,Recife,Pernambuco
52111000Estrada Velha de Agua Fria,52111000,Estrada Velha de Agua Fria,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111240Rua Doutor Eudes Costa,52111240,Rua Doutor Eudes Costa,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111241Rua Canastra Severino Augusto Oliveira,52111241,Rua Canastra Severino Augusto Oliveira,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111250Rua Jose Fernandes de Souza,52111250,Rua Jose Fernandes de Souza,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111260Beco Cariri,52111260,Beco Cariri,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111270Rua Jurumirim,52111270,Rua Jurumirim,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111271Rua Padre Publio Calado,52111271,Rua Padre Publio Calado,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111280Rua Frei Onofre,52111280,Rua Frei Onofre,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
521112902a Travessa do Meio,52111290,2a Travessa do Meio,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111300Travessa do Dowsley,52111300,Travessa do Dowsley,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111301Rua Filismino da Silva,52111301,Rua Filismino da Silva,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111310Rua Joao Uzeda Luna,52111310,Rua Joao Uzeda Luna,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111320Rua Nazare,52111320,Rua Nazare,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111330Rua Belo Jardim,52111330,Rua Belo Jardim,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111350Rua das Barreiras,52111350,Rua das Barreiras,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111390Rua Aline,52111390,Rua Aline,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111410Avenida Manoel Lopes,52111410,Avenida Manoel Lopes,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111412Rua Ibiapina,52111412,Rua Ibiapina,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111413Rua Lapela,52111413,Rua Lapela,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
521114141a Travessa Corrego da Calma,52111414,1a Travessa Corrego da Calma,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111420Rua Soldado Abelardo Rosas,52111420,Rua Soldado Abelardo Rosas,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111430Rua Ladeira de Pedra,52111430,Rua Ladeira de Pedra,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111431Rua Arenopolis,52111431,Rua Arenopolis,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111432Rua da Cutia,52111432,Rua da Cutia,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111433Rua Sabinopolis,52111433,Rua Sabinopolis,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111434Rua Saquarema,52111434,Rua Saquarema,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111435Travessa Sabinopolis,52111435,Travessa Sabinopolis,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111437Rua do Colegio,52111437,Rua do Colegio,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111440Rua Penapolis,52111440,Rua Penapolis,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111450Rua Sao Lucas,52111450,Rua Sao Lucas,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111460Rua Sao Braz,52111460,Rua Sao Braz,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111470Vila Nossa Senhora da Conceicao,52111470,Vila Nossa Senhora da Conceicao,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111474Rua Maria Augusta,52111474,Rua Maria Augusta,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111480Rua Botovi,52111480,Rua Botovi,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111490Rua Dezessete,52111490,Rua Dezessete,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111500Rua Avelar,52111500,Rua Avelar,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
521115012a Travessa Avelar,52111501,2a Travessa Avelar,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111511Rua Dez de Janeiro,52111511,Rua Dez de Janeiro,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111520Rua Guapimirim,52111520,Rua Guapimirim,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111530Corrego da Calma,52111530,Corrego da Calma,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111550Rua Luiz Cerqueira,52111550,Rua Luiz Cerqueira,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111560Rua Egas Muniz,52111560,Rua Egas Muniz,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111610Rua Arapona,52111610,Rua Arapona,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111611Rua Sabauna,52111611,Rua Sabauna,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111612Rua Vinte e Um,52111612,Rua Vinte e Um,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
52111613Rua Quilombos,52111613,Rua Quilombos,Agua Fria,Regiao Politico-Administrativa,RPA 02 | Norte,Recife,Pernambuco
